Date,Open,High,Low,Close,Adj Close,Volume
2/10/2021,205.479996,214.716003,202.097,211.660004,211.660004,5257200
2/11/2021,213.5,219.940002,207,216.839996,216.839996,3595200
2/12/2021,214.457993,216.940002,209,212.679993,212.679993,3041700
2/16/2021,216.240005,218.779999,209.089996,209.860001,209.860001,3487900
2/17/2021,207.050003,208.764999,196.020004,201.960007,201.960007,4090600
2/18/2021,199.009995,200.360001,192.169998,198.039993,198.039993,2791400
2/19/2021,203.949997,205.550003,200.179993,201.070007,201.070007,2605800
2/22/2021,200.699997,205,193.5,195.339996,195.339996,3674200
2/23/2021,189,191.669998,175,187.589996,187.589996,5902400
2/24/2021,190.979996,208.145004,189,200.199997,200.199997,5983500
2/25/2021,197.410004,199.800003,180,182.059998,182.059998,11568500
2/26/2021,194.179993,214.100006,185.75,206.350006,206.350006,19368600
3/1/2021,195.820007,199.690002,192.619995,196.419998,196.419998,15798500
3/2/2021,195.630005,200,188.5,189.899994,189.899994,9144900
3/3/2021,186.970001,188.479996,178.800003,180.399994,180.399994,10592900
3/4/2021,178.639999,183.899994,170.869995,180.229996,180.229996,9993700
3/5/2021,182.520004,183.5,161.899994,179.809998,179.809998,8788500
3/8/2021,179.992004,186.399994,177.029999,180.809998,180.809998,4988500
3/9/2021,184.990005,189.460007,180.720001,183.110001,183.110001,6079900
3/10/2021,184.570007,191,181.550003,183.789993,183.789993,6145600
3/11/2021,189.899994,201,188.5,197.869995,197.869995,6031200
3/12/2021,196.270004,208.699997,192.199997,206.740005,206.740005,5556500
3/15/2021,209.537994,213.740005,203.809998,209.990005,209.990005,4329400
3/16/2021,209.110001,215.490005,198.179993,200.009995,200.009995,4605600
3/17/2021,195.630005,203.460007,194.440002,201.360001,201.360001,3781900
3/18/2021,196.800003,199.899994,190.679993,191.449997,191.449997,3711500
3/19/2021,193.009995,196.490005,187.809998,194.389999,194.389999,4444600
3/22/2021,196.850006,203.300003,194.710007,195,195,3740400
3/23/2021,195.5,196.75,185.740005,187.139999,187.139999,3460600
3/24/2021,189,189.779999,178.509995,178.850006,178.850006,3756100
3/25/2021,173.100006,179.539993,170.5,176.160004,176.160004,5264100
3/26/2021,178.416,181,168,174.399994,174.399994,3562900
3/29/2021,175.360001,185.460007,173.5,182.5,182.5,4508800
3/30/2021,182.350006,185.229996,178.380005,183.100006,183.100006,2903300
3/31/2021,185.429993,192.274994,185.130005,187.940002,187.940002,3079500
4/1/2021,192.5,193.990005,185.369995,188.240005,188.240005,2921400
4/5/2021,191.660004,192.100006,185.809998,186.690002,186.690002,2591400
4/6/2021,188.699997,194.479996,187.520004,190.029999,190.029999,3565600
4/7/2021,189.380005,190.619995,179.470001,179.940002,179.940002,6663500
4/8/2021,181.647995,183.899994,179.300003,180.179993,180.179993,2625300
4/9/2021,179.619995,182.460007,177.25,179.5,179.5,2910200
4/12/2021,179.679993,181.490005,176.25,176.490005,176.490005,2619800
4/13/2021,175.264999,178.610001,172.139999,177.949997,177.949997,3573600
4/14/2021,179.5,181.466995,175.309998,176.429993,176.429993,2938600
4/15/2021,177,178.240005,174.25,175.350006,175.350006,2894900
4/16/2021,176.011993,179.509995,172.940002,178.690002,178.690002,3058300
4/19/2021,177.320007,178.720001,171.5,174.580002,174.580002,3125700
4/20/2021,173.184006,175,165.520004,169.570007,169.570007,4575000
4/21/2021,168.089996,170.320007,164.119995,167.070007,167.070007,3878600
4/22/2021,168.490005,176.919998,168.429993,170.710007,170.710007,3856500
4/23/2021,172.919006,178.25,172,174.25,174.25,3329900
4/26/2021,175.210007,176.031006,171.070007,174.880005,174.880005,2549400
4/27/2021,176.164993,179.610001,174.800003,177.940002,177.940002,2883000
4/28/2021,174.436996,181.669998,173.350998,180,180,2409700
4/29/2021,182.75,183.220001,173.350006,177.679993,177.679993,3116000
4/30/2021,173.003998,176.449997,172.009995,172.710007,172.710007,3580000
5/3/2021,173.190002,173.440002,167.800003,168.110001,168.110001,3149700
5/4/2021,167.014999,169.039993,161.960007,168.899994,168.899994,4658000
5/5/2021,169.300003,170.179993,162.119995,162.330002,162.330002,3590100
5/6/2021,161.910004,162.104996,150.699997,153.639999,153.639999,8529000
5/7/2021,156.5,157.054001,148.779999,151.210007,151.210007,7134000
5/10/2021,150.283997,150.5,144.520004,146.729996,146.729996,5827200
5/11/2021,139.100006,144.350006,136.009995,142.729996,142.729996,8257400
5/12/2021,140.899994,144.770004,138.75,140.25,140.25,5307500
5/13/2021,142.25,142.328995,131.279999,135.75,135.75,13005400
5/14/2021,137.679993,142.25,131.669998,141.199997,141.199997,20325400
5/17/2021,137.156006,137.789993,130.253006,132.5,132.5,39755000
5/18/2021,134,138.399994,131.490005,135.020004,135.020004,18555600
5/19/2021,129.949997,138.380005,129.710007,138.190002,138.190002,15565500
5/20/2021,138.839005,138.889999,135.649994,136.199997,136.199997,8903600
5/21/2021,136.550003,137.169998,132.880005,134.710007,134.710007,10056500
5/24/2021,135.5,137.979996,134.389999,135.910004,135.910004,8543600
5/25/2021,137.399994,137.850006,133.559998,133.990005,133.990005,10435800
5/26/2021,134.940002,135.759995,133.720993,134.75,134.75,8179200
5/27/2021,135.070007,143.820007,134.5,143.169998,143.169998,21270200
5/28/2021,144.759995,145,140.25,140.399994,140.399994,12000600
6/1/2021,143.889999,146.089005,141.589996,144.309998,144.309998,16552100
6/2/2021,145.350006,152.699997,144.399994,151,151,16245100
6/3/2021,149.550003,151.119995,143.800003,144.190002,144.190002,11083300
6/4/2021,145.830002,151.570007,145,150.729996,150.729996,8534900
6/7/2021,150.960007,150.960007,146.399994,148.970001,148.970001,7780200
6/8/2021,150.600006,150.75,145.800003,147.009995,147.009995,7125800
6/9/2021,148.570007,149.360001,144.460007,144.850006,144.850006,5606500
6/10/2021,142.149994,147.449997,141.039993,146.119995,146.119995,9482500
6/11/2021,145.869995,148.949997,145.199997,148.440002,148.440002,4819900
6/14/2021,149.25,149.600006,146.850006,149.210007,149.210007,6107500
6/15/2021,149.199997,153.740005,148.839996,151.779999,151.779999,12007700
6/16/2021,150.949997,152.350006,146.919998,149.149994,149.149994,9632800
6/17/2021,148.990005,152.289993,148.612,150.699997,150.699997,8171300
6/18/2021,150.380005,154.800003,149.399994,152.520004,152.520004,11628900
6/21/2021,152.520004,152.610001,145.830002,149.699997,149.699997,8040200
6/22/2021,149.75,151.647003,148.399994,149.679993,149.679993,5790400
6/23/2021,149.759995,154.589996,147.800003,151.580002,151.580002,9335700
6/24/2021,152.669998,153.626999,149.860001,150.729996,150.729996,8173400
6/25/2021,151.229996,153.169998,149.279999,149.669998,149.669998,6452400
6/28/2021,148.615005,150.929993,147.080002,149.940002,149.940002,6451000
6/29/2021,149.75,149.940002,145.770004,146.080002,146.080002,7479000
6/30/2021,145.544998,154.089996,144.244995,153.139999,153.139999,9798600
7/1/2021,154.5,157.410004,151.410004,153.080002,153.080002,9787100
7/2/2021,153.309998,154.949997,149.559998,150.229996,150.229996,4826500
7/6/2021,150.080002,152.800003,147.809998,148.369995,148.369995,5069400
7/7/2021,148.149994,148.940002,143.600006,143.720001,143.720001,5650900
7/8/2021,140.429993,143.729996,139.529999,142.529999,142.529999,4827200
7/9/2021,143.300003,150.259995,143.300003,149.639999,149.639999,7065100
7/12/2021,148.990005,150.419998,146.009995,146.690002,146.690002,3276300
7/13/2021,147.695007,147.695007,143,143.410004,143.410004,5871500
7/14/2021,143.860001,144.199997,139.039993,139.089996,139.089996,8545500
7/15/2021,139.179993,140.520004,136.539993,137.5,137.5,6576100
7/16/2021,139.690002,139.789993,133.509995,134.309998,134.309998,6094600
7/19/2021,131.360001,133.770004,130.309998,131.880005,131.880005,7215700
7/20/2021,132.75,137.434998,131.699997,136.089996,136.089996,6274600
7/21/2021,136.710007,140.149994,135.725006,139.25,139.25,5269600
7/22/2021,141.289993,141.289993,137.660004,139.470001,139.470001,4628400
7/23/2021,139.800003,140,137.410004,138.729996,138.729996,2811100
7/26/2021,139.130005,142.190002,137.199997,142,142,6489500
7/27/2021,141.255005,142.520004,138.309998,141.580002,141.580002,5113100
7/28/2021,141.309998,143.729996,141.029999,143.300003,143.300003,4466800
7/29/2021,143.645996,145,141.710007,143.470001,143.470001,5005500
7/30/2021,141.75,144.690002,141.740005,144.009995,144.009995,4167100
8/2/2021,143.850006,146.270004,143.399994,145.490005,145.490005,4522400
8/3/2021,147.727997,147.789993,143.279999,145.649994,145.649994,5491000
8/4/2021,145.100006,147.460007,145.009995,147.399994,147.399994,4631400
8/5/2021,146.669998,150.410004,146.399002,150.320007,150.320007,4737500
8/6/2021,148.990005,150.190002,147.550003,149.990005,149.990005,4043500
8/9/2021,148.740005,151,148.699997,149.440002,149.440002,5541900
8/10/2021,149.365005,150.759995,147.850006,147.949997,147.949997,5149800
8/11/2021,147.539993,149.279999,145.158005,148.160004,148.160004,6717700
8/12/2021,148.860001,151.679993,146.550003,151.149994,151.149994,8794100
8/13/2021,146.660004,152.759995,144.509995,152.759995,152.759995,16789100
8/16/2021,151.990005,152.029999,144.899994,148.570007,148.570007,7715200
8/17/2021,145,148.199997,143.580002,143.899994,143.899994,7855100
8/18/2021,144.020004,148.679993,141.699997,146.740005,146.740005,5190100
8/19/2021,143.791,145.279999,141.919998,142.649994,142.649994,4732400
8/20/2021,142,143.949005,141.5,143.699997,143.699997,2996200
8/23/2021,144.899994,147.630005,144.149994,146.789993,146.789993,4727400
8/24/2021,147,161.979996,146.5,161.419998,161.419998,22096800
8/25/2021,158.764008,163.059006,158,160.350006,160.350006,7267700
8/26/2021,159.339996,159.5,151.449997,152.729996,152.729996,7243000
8/27/2021,152.251007,156.440002,151.449997,154.179993,154.179993,4818800
8/30/2021,154.410004,157.490005,151.919998,156.020004,156.020004,3968700
8/31/2021,155.940002,158.149994,153.580002,154.990005,154.990005,7404000
9/1/2021,154.839996,158.639999,154.289993,156.589996,156.589996,4324700
9/2/2021,156.5,159.460007,156.5,157.199997,157.199997,3301000
9/3/2021,158.050003,160.639999,157.199997,158,158,4456400
9/7/2021,159.720001,165.735001,159.550003,165,165,11008800
9/8/2021,163.229996,166.550003,161.600006,163.929993,163.929993,5866500
9/9/2021,163,166.970001,160.830002,166,166,5935800
9/10/2021,166.949997,168.235992,165.009995,165.199997,165.199997,3985300
9/13/2021,160.25,162.990005,154.789993,160.320007,160.320007,7520900
9/14/2021,160.660004,164.699997,159.410004,163.300003,163.300003,4655500
9/15/2021,162.320007,166.630005,160.490005,166.369995,166.369995,5656000
9/16/2021,165.259995,169.449997,165.039993,168.149994,168.149994,6094800
9/17/2021,169.300003,170,163.610001,166.589996,166.589996,20024700
9/20/2021,162.240005,166.539993,159.445007,161.639999,161.639999,6846800
9/21/2021,164,170.009995,162.960007,169.289993,169.289993,8592500
9/22/2021,170.029007,171.809998,167.371002,169.960007,169.960007,4353600
9/23/2021,171.550003,176,170.5,175.130005,175.130005,5370800
9/24/2021,174.529999,176.960007,173.610001,175.880005,175.880005,4084900
9/27/2021,175,176.319,172.020004,174.259995,174.259995,3551400
9/28/2021,172.516006,173.559998,166.899994,168.580002,168.580002,4362800
9/29/2021,170.100006,171.220993,166.550003,168.070007,168.070007,2788700
9/30/2021,168.100006,169.5,165.710007,167.75,167.75,2662500
10/1/2021,170.309998,173.199997,168.550003,173.009995,173.009995,4963000
10/4/2021,171.990005,172.259995,164.029999,164.5,164.5,4459400
10/5/2021,165.669998,166.589996,162.429993,164.740005,164.740005,4340100
10/6/2021,161.389999,167.320007,160.630005,167.25,167.25,2461500
10/7/2021,170,171.270004,168.600006,169.600006,169.600006,2119600
10/8/2021,170.100006,174.100006,169.479996,169.970001,169.970001,2265100
10/11/2021,170,171.539993,166.630005,166.669998,166.669998,2046300
10/12/2021,172.694,175.899994,171.229996,172.75,172.75,6028100
10/13/2021,173,175.190002,171.800003,173.580002,173.580002,3521900
10/14/2021,175.240005,176.75,170.039993,170.5,170.5,4139400
10/15/2021,171.899994,172.949997,168.580002,169.179993,169.179993,3592700
10/18/2021,167.5,172.699997,167.110001,172.320007,172.320007,2793700
10/19/2021,172.570007,172.809998,170.059998,170.740005,170.740005,2776600
10/20/2021,170.059998,171.940002,168.199997,169.759995,169.759995,2687000
10/21/2021,169.074005,171.529999,167.699997,170.5,170.5,2889400
10/22/2021,169.300003,169.440002,165.160004,166.639999,166.639999,2986000
10/25/2021,166.690002,170.328995,166.649994,169.240005,169.240005,2620800
10/26/2021,170.399994,172,167.899994,171.139999,171.139999,2937900
10/27/2021,170.740005,172.649994,168.880005,169.100006,169.100006,3009800
10/28/2021,170.199997,171.850006,168.710007,171.699997,171.699997,2143700
10/29/2021,171.389999,171.389999,168.848999,170.660004,170.660004,2294400
11/1/2021,170.5,175.440002,170.5,174.600006,174.600006,4401100
11/2/2021,174.949997,175.300003,170.580002,172.869995,172.869995,3292100
11/3/2021,171.889999,173.75,170.929993,172.869995,172.869995,2827100
11/4/2021,175.949997,179.434998,173.960007,178.449997,178.449997,9664600
11/5/2021,186.149994,203.294998,185.944,201.619995,201.619995,27330500
11/8/2021,203.350006,211.335999,199.75,200.320007,200.320007,12855300
11/9/2021,201.440002,201.5,187.5,194.679993,194.679993,9056100
11/10/2021,190.229996,195,189.279999,192.220001,192.220001,6704100
11/11/2021,195.199997,197.929993,190.770004,191.610001,191.610001,5899000
11/12/2021,192.464996,208.160004,192.059998,206.539993,206.539993,12057800
11/15/2021,206.199997,209.240005,204.160004,207.210007,207.210007,7479300
11/16/2021,205.589996,209.929993,203.470001,207.039993,207.039993,4431300
11/17/2021,207,212.584,198.399994,199.110001,199.110001,6383400
11/18/2021,199.339996,205,196,204.330002,204.330002,4597700
11/19/2021,196.600006,199.360001,190.5,196.419998,196.419998,8181900
11/22/2021,190.440002,190.759995,176.720001,181.729996,181.729996,12619800
11/23/2021,181.143005,183.729996,175.25,178.270004,178.270004,6451900
11/24/2021,175.630005,182.779999,175,179.889999,179.889999,4763300
11/26/2021,167.759995,174.639999,167.039993,173.860001,173.860001,6044100
11/29/2021,176.880005,180.699997,175.899994,180.080002,180.080002,5317400
11/30/2021,176.404999,180.639999,170.921005,172.539993,172.539993,10682700
12/1/2021,174.009995,180.130005,162.029999,163.080002,163.080002,7645700
12/2/2021,161.360001,170.294998,160.490005,169.600006,169.600006,5687600
12/3/2021,168.979996,170.729996,162.139999,166.75,166.75,6460900
12/6/2021,167.274994,181.929993,162.850006,180.850006,180.850006,9813800
12/7/2021,185.610001,187.5,182.020004,183.139999,183.139999,6264600
12/8/2021,186,187.5,182.139999,186.490005,186.490005,4218700
12/9/2021,182.089996,185.302002,179.279999,181.460007,181.460007,3518000
12/10/2021,178.149994,181.100006,175.854004,180.419998,180.419998,3980400
12/13/2021,178.25,180,168.889999,171.039993,171.039993,7263700
12/14/2021,168.298004,169.910004,164.5,167.960007,167.960007,5660400
12/15/2021,167.639999,168.960007,160.179993,168.139999,168.139999,6678500
12/16/2021,166.25,167.729996,153.600006,156.380005,156.380005,9415100
12/17/2021,154.619995,158.309998,149.440002,157.910004,157.910004,24062400
12/20/2021,151.160004,158.479996,151,157.229996,157.229996,4639300
12/21/2021,159.5,167.274994,158.369995,165.660004,165.660004,6293500
12/22/2021,165.679993,170.679993,162.800003,169.289993,169.289993,4802500
12/23/2021,170.5,171.990005,166.889999,171.309998,171.309998,4017400
12/27/2021,169.806,172.429993,168.779999,171.679993,171.679993,2725200
12/28/2021,171.320007,172.729996,167.729996,169.710007,169.710007,2292600
12/29/2021,169.520004,170.479996,165.020004,167.440002,167.440002,1995400
12/30/2021,167.059998,170.850006,165.710007,168.779999,168.779999,2181100
12/31/2021,168.779999,170.869995,166.080002,166.490005,166.490005,2596000
1/3/2022,165.296997,172.839996,165.220001,172.679993,172.679993,4224900
1/4/2022,174.154007,175.899994,167.199997,170.800003,170.800003,4080000
1/5/2022,169.882996,175.106995,162.240005,162.25,162.25,4804600
1/6/2022,160.289993,163.729996,156.339996,159.75,159.75,5049600
1/7/2022,159.179993,166.880005,158.455002,166.050003,166.050003,5624600
1/10/2022,159.759995,161.699997,152.100006,160.710007,160.710007,6973600
1/11/2022,160.710007,169.389999,159.078003,168.610001,168.610001,5331600
1/12/2022,170.240005,171.039993,165.110001,169.539993,169.539993,3534300
1/13/2022,170.233002,171.990005,165.764999,166,166,4893800
1/14/2022,165.75,167.630005,160.240005,163.990005,163.990005,4144000
1/18/2022,156.910004,160.789993,153.869995,154.690002,154.690002,5775400
1/19/2022,157,160.229996,154.440002,154.580002,154.580002,5127400
1/20/2022,157.807999,165.199997,157.350006,158,158,4941900
1/21/2022,156.815002,160.199997,152.410004,156.729996,156.729996,7242300
1/24/2022,150,151.160004,135.759995,147.899994,147.899994,14606600
1/25/2022,143.899994,147.380005,140.130005,144.559998,144.559998,5704900
1/26/2022,149.285004,152.399994,140.041,142.139999,142.139999,6990300
1/27/2022,143.479996,145.548004,137.919998,138.410004,138.410004,4493800
1/28/2022,138.544998,143.110001,134.373993,142.770004,142.770004,5604400
1/31/2022,144.802994,153.970001,143.809998,153.970001,153.970001,5463000
2/1/2022,155.350006,157.389999,152.5,156.940002,156.940002,3799300
2/2/2022,156.313004,156.509995,150.712006,151.759995,151.759995,3678300
2/3/2022,147.970001,152.179993,146.679993,149.570007,149.570007,4577100
2/4/2022,150.139999,157.240005,150,155.559998,155.559998,4687700
2/7/2022,156.789993,160.880005,155.949997,157.910004,157.910004,4690700
2/8/2022,154,163.078995,153.440002,162.259995,162.259995,4309100
2/9/2022,165.369995,170.070007,165.080002,169.529999,169.529999,4868300
2/10/2022,165.244995,177.059998,165.244995,171.949997,171.949997,8261400
2/11/2022,175.309006,176.740005,164.830002,166.529999,166.529999,6464400
2/14/2022,166.630005,171.800003,165.029999,169.660004,169.660004,4847600
2/15/2022,172.919998,180.632004,172.75,180.070007,180.070007,11733900
2/16/2022,178.294998,191.729996,178,186.639999,186.639999,22252900
2/17/2022,184.899994,188.979996,181.539993,183.600006,183.600006,7779200
2/18/2022,180.259995,182.660004,173.619995,174.899994,174.899994,8848800
2/22/2022,172.130005,176.380005,161.320007,165.240005,165.240005,8392600
2/23/2022,165.929993,166.654999,149.850006,150.039993,150.039993,9778500
2/24/2022,141.300003,158.960007,141.179993,158.259995,158.259995,10354600
2/25/2022,159.259995,159.449997,152.910004,155.089996,155.089996,6173200
2/28/2022,155.024994,155.095993,148.300003,151.490005,151.490005,11078500
3/1/2022,150.529999,154.220001,149.949997,151.009995,151.009995,5165800
3/2/2022,152.479996,158.080002,151.889999,157.529999,157.529999,5028300
3/3/2022,158.330002,159.220001,150.990005,151.690002,151.690002,4045800
3/4/2022,150.770004,151.889999,140.460007,142.699997,142.699997,8390800
3/7/2022,145,145.270004,131.520004,131.589996,131.589996,9177300
3/8/2022,131.630005,144.470001,131.5,142.130005,142.130005,9587000
3/9/2022,145.429993,150.990005,145.330002,148.309998,148.309998,7023900
3/10/2022,145.220001,152.889999,144.408997,151.800003,151.800003,5302500
3/11/2022,154.130005,155,145,145.139999,145.139999,4577300
3/14/2022,143.410004,144.669998,136.039993,138.5,138.5,6330200
3/15/2022,140,144.729996,138.320007,143.949997,143.949997,5488700
3/16/2022,148.145004,156.979996,146.309998,155.75,155.75,7105400
3/17/2022,153.789993,157.600006,151.050003,157.550003,157.550003,5031700
3/18/2022,156.070007,167.179993,155.699997,167,167,8467500
3/21/2022,164.570007,165.949997,159,161.800003,161.800003,4584400
3/22/2022,163.610001,168.175003,162,166.440002,166.440002,4099900
3/23/2022,163.639999,166.889999,162.880005,164.160004,164.160004,2814300
3/24/2022,164.809998,171,162.667999,170.830002,170.830002,4223500
3/25/2022,169.940002,170.610001,164.134003,167.220001,167.220001,2952300
3/28/2022,167.220001,168.718994,162.429993,167.649994,167.649994,3829800
3/29/2022,172.110001,178.880005,171.809998,175.520004,175.520004,5452800
3/30/2022,173.130997,176.820007,172.020004,173.630005,173.630005,3707400
3/31/2022,173.539993,176.149994,171.164001,171.759995,171.759995,3232200
4/1/2022,173.059998,177.940002,172.229996,173.070007,173.070007,3644900
4/4/2022,175.020004,177.020004,172.585007,177.020004,177.020004,3495700
4/5/2022,177.190002,179.089996,170.119995,171.210007,171.210007,4065000
4/6/2022,167.050003,168.770004,161.580002,164.660004,164.660004,4287700
4/7/2022,163.190002,167.860001,161.710007,165.910004,165.910004,4146600
4/8/2022,162.520004,164.899994,159.350006,162.559998,162.559998,3448400
4/11/2022,159.839996,163.570007,157.410004,160.25,160.25,3877200
4/12/2022,163.699997,166.110001,157.279999,160.110001,160.110001,4113000
4/13/2022,160.839996,172.960007,160.649994,171.850006,171.850006,7211900
4/14/2022,171.660004,174.639999,170.294998,170.699997,170.699997,5125100
4/18/2022,169.270004,170.119995,164.350006,165.740005,165.740005,3339900
4/19/2022,165.740005,170.820007,165.710007,170.119995,170.119995,2857100
4/20/2022,172.610001,172.610001,164.309998,164.550003,164.550003,3997900
4/21/2022,168.979996,170.929993,156.679993,157.910004,157.910004,4714600
4/22/2022,157.839996,161.669998,154.779999,156.089996,156.089996,3863400
4/25/2022,154.330002,159.789993,152.100006,158.389999,158.389999,3868100
4/26/2022,158.399994,159.199997,152.800003,153.039993,153.039993,4075000
4/27/2022,153.820007,157.300003,150.440002,152.229996,152.229996,4826000
4/28/2022,154.009995,161.255005,153.660004,159.740005,159.740005,4854500
4/29/2022,158.880005,163.240005,153,153.210007,153.210007,4033100
5/2/2022,153.210007,155.130005,147.210999,152.779999,152.779999,5945300
5/3/2022,154.089996,154.490005,141.580002,145,145,16774700
5/4/2022,152.550003,158.740005,145.871994,156.179993,156.179993,20598100
5/5/2022,152.190002,153.880005,140.858002,143.089996,143.089996,11367200
5/6/2022,142.699997,143.110001,133.039993,135.839996,135.839996,9573100
5/9/2022,131.759995,131.884995,118.830002,119.370003,119.370003,14430900
5/10/2022,122.949997,123.459999,113.529999,116.129997,116.129997,13638500
5/11/2022,114.529999,123.769997,112.366997,116.150002,116.150002,13661400
5/12/2022,113.660004,120.489998,111.220001,115.940002,115.940002,9264300
5/13/2022,119.959999,123.290001,118.82,121.449997,121.449997,8595400
5/16/2022,121,121.07,113.25,114.440002,114.440002,7588400
5/17/2022,119.970001,120.18,114.510002,117.5,117.5,6962900
5/18/2022,116.110001,117.040001,107.620003,108.029999,108.029999,9718700
5/19/2022,108.18,116.349998,107.449997,114.169998,114.169998,8926600
5/20/2022,115.459999,116.25,108.5,112.550003,112.550003,6961900
5/23/2022,113.544998,115.150002,110.93,113.279999,113.279999,6000800
5/24/2022,111.279999,111.419998,103.740997,106.239998,106.239998,6415800
5/25/2022,105.889999,111.940002,104.970001,110.400002,110.400002,6203300
5/26/2022,109.739998,115.550003,108.110001,114.300003,114.300003,6883200
5/27/2022,116,120.699997,115.769997,120.5,120.5,7391500
5/31/2022,120.5,122.299004,117.160004,120.870003,120.870003,9117600
6/1/2022,121.050003,121.073997,114.394997,116.720001,116.720001,6879600
6/2/2022,117.129997,123,116.269997,121.260002,121.260002,5166200
6/3/2022,118.070999,121.5,117.559998,119.830002,119.830002,4584600
6/6/2022,123.330002,124.18,119.919998,122.019997,122.019997,4160200
6/7/2022,119.760002,123.912003,119.120003,122.900002,122.900002,3331200
6/8/2022,121.43,125.510002,121.230003,123.769997,123.769997,3775600
6/9/2022,122.309998,122.980003,115.419998,115.720001,115.720001,5315900
6/10/2022,111.800003,115.129997,108.32,108.910004,108.910004,6936900
6/13/2022,102.849998,105.330002,98.360001,98.93,98.93,9587300
6/14/2022,99.540001,101.349998,97.200996,98.870003,98.870003,5915300
6/15/2022,100.019997,103.650002,98.919998,101.470001,101.470001,6260400
6/16/2022,96.190002,97.5,92.089996,93.260002,93.260002,9435700
6/17/2022,93.529999,100.610001,93.529999,99.489998,99.489998,11293100
6/21/2022,102.690002,104.889,101.620003,102.269997,102.269997,6532700
6/22/2022,99,102.5,98.720001,99.529999,99.529999,8986000
6/23/2022,100,100.800003,93.019997,95.720001,95.720001,12340800
6/24/2022,97.519997,104.18,96.330002,103.510002,103.510002,28797400
6/27/2022,103.959999,104.169998,99.330002,101.5,101.5,7352100
6/28/2022,103.339996,105.449997,97.089996,97.529999,97.529999,7744100
6/29/2022,96.830002,97,92.050003,93.93,93.93,6522600
6/30/2022,92.489998,92.910004,86.709999,89.080002,89.080002,9007800
7/1/2022,89.089996,91.459999,87.43,91.410004,91.410004,5995400
7/5/2022,88.879997,96.010002,86.75,95.940002,95.940002,7648500
7/6/2022,95.290001,96.169998,91.800003,92.879997,92.879997,5703000
7/7/2022,93.660004,97.550003,92.160004,97.5,97.5,7480500
7/8/2022,96.230003,98.120003,93.241997,97.349998,97.349998,5669500
7/11/2022,96,97.089996,93.269997,95.099998,95.099998,6041400
7/12/2022,95.300003,97.685997,93.32,96.550003,96.550003,4170200
7/13/2022,93.75,96.588997,91.610001,95.639999,95.639999,6967800
7/14/2022,94.279999,94.580002,90.169998,91.050003,91.050003,8334600
7/15/2022,92.550003,95.650002,90.660004,94.660004,94.660004,7497200
7/18/2022,96.779999,101.879997,95.980003,97.669998,97.669998,7171500
